_id,DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
3813,S01010318,S02001941,S08000031,S37000034,S12000049,2174,4,2,5,3,6,3,6,3,0,0
3814,S01010319,S02001941,S08000031,S37000034,S12000049,2501,4,2,5,3,6,3,6,3,0,0
3815,S01010320,S02001941,S08000031,S37000034,S12000049,1177,2,1,4,2,5,3,5,3,0,0
3816,S01010321,S02001941,S08000031,S37000034,S12000049,1356,2,1,4,2,5,3,5,3,0,0
3817,S01010322,S02001941,S08000031,S37000034,S12000049,5869,9,5,9,5,9,5,9,5,0,0
3818,S01010323,S02001942,S08000031,S37000034,S12000049,12,1,1,1,1,1,1,1,1,1,0
3819,S01010324,S02001942,S08000031,S37000034,S12000049,448,1,1,2,1,3,2,3,2,1,0
3820,S01010325,S02001942,S08000031,S37000034,S12000049,428,1,1,2,1,3,2,3,2,1,0
3821,S01010326,S02001942,S08000031,S37000034,S12000049,14,1,1,1,1,1,1,1,1,1,0
3822,S01010327,S02001942,S08000031,S37000034,S12000049,790,2,1,3,2,4,2,4,2,1,0
3823,S01010328,S02001942,S08000031,S37000034,S12000049,1867,3,2,5,3,6,3,6,3,0,0
3824,S01010329,S02001942,S08000031,S37000034,S12000049,1717,3,2,4,2,5,3,5,3,0,0
3825,S01010330,S02001943,S08000031,S37000034,S12000049,70,1,1,1,1,1,1,1,1,1,0
3826,S01010331,S02001943,S08000031,S37000034,S12000049,183,1,1,1,1,2,1,2,1,1,0
3827,S01010332,S02001943,S08000031,S37000034,S12000049,68,1,1,1,1,1,1,1,1,1,0
3828,S01010333,S02001943,S08000031,S37000034,S12000049,323,1,1,2,1,2,1,2,1,1,0
3829,S01010334,S02001943,S08000031,S37000034,S12000049,1450,3,2,4,2,5,3,5,3,0,0
3830,S01010335,S02001944,S08000031,S37000034,S12000049,430,1,1,2,1,3,2,3,2,1,0
3831,S01010336,S02001944,S08000031,S37000034,S12000049,48,1,1,1,1,1,1,1,1,1,0
3832,S01010337,S02001944,S08000031,S37000034,S12000049,272,1,1,1,1,2,1,2,1,1,0
3833,S01010338,S02001944,S08000031,S37000034,S12000049,122,1,1,1,1,1,1,1,1,1,0
3834,S01010339,S02001944,S08000031,S37000034,S12000049,1314,2,1,4,2,5,3,5,3,0,0
3835,S01010340,S02001945,S08000031,S37000034,S12000049,728,2,1,3,2,3,2,3,2,1,0
3836,S01010341,S02001945,S08000031,S37000034,S12000049,2903,5,3,6,3,7,4,7,4,0,0
3837,S01010342,S02001945,S08000031,S37000034,S12000049,4152,6,3,7,4,8,4,8,4,0,0
3838,S01010343,S02001945,S08000031,S37000034,S12000049,4658,7,4,7,4,8,4,8,4,0,0
3839,S01010344,S02001945,S08000031,S37000034,S12000049,37,1,1,1,1,1,1,1,1,1,0
3840,S01010345,S02001945,S08000031,S37000034,S12000049,5150,8,4,8,4,9,5,9,5,0,0
3841,S01010346,S02001946,S08000031,S37000034,S12000049,4069,6,3,7,4,8,4,8,4,0,0
3842,S01010347,S02001946,S08000031,S37000034,S12000049,486,1,1,2,1,3,2,3,2,1,0
3843,S01010348,S02001946,S08000031,S37000034,S12000049,1862,3,2,4,2,6,3,6,3,0,0
3844,S01010349,S02001946,S08000031,S37000034,S12000049,1324,2,1,4,2,5,3,5,3,0,0
3845,S01010350,S02001947,S08000031,S37000034,S12000049,506,1,1,2,1,3,2,3,2,1,0
3846,S01010351,S02001947,S08000031,S37000034,S12000049,1810,3,2,4,2,6,3,6,3,0,0
3847,S01010352,S02001947,S08000031,S37000034,S12000049,421,1,1,2,1,3,2,3,2,1,0
3848,S01010353,S02001947,S08000031,S37000034,S12000049,77,1,1,1,1,1,1,1,1,1,0
3849,S01010354,S02001948,S08000031,S37000034,S12000049,781,2,1,3,2,4,2,4,2,1,0
3850,S01010355,S02001948,S08000031,S37000034,S12000049,461,1,1,2,1,3,2,3,2,1,0
3851,S01010356,S02001948,S08000031,S37000034,S12000049,1659,3,2,4,2,5,3,5,3,0,0
3852,S01010357,S02001948,S08000031,S37000034,S12000049,204,1,1,1,1,2,1,2,1,1,0
3853,S01010358,S02001949,S08000031,S37000034,S12000049,128,1,1,1,1,1,1,1,1,1,0
3854,S01010359,S02001949,S08000031,S37000034,S12000049,135,1,1,1,1,1,1,1,1,1,0
3855,S01010360,S02001949,S08000031,S37000034,S12000049,501,1,1,2,1,3,2,3,2,1,0
3856,S01010361,S02001949,S08000031,S37000034,S12000049,103,1,1,1,1,1,1,1,1,1,0
3857,S01010362,S02001949,S08000031,S37000034,S12000049,21,1,1,1,1,1,1,1,1,1,0
3858,S01010363,S02001950,S08000031,S37000034,S12000049,4289,7,4,7,4,8,4,8,4,0,0
3859,S01010364,S02001950,S08000031,S37000034,S12000049,6163,9,5,9,5,10,5,10,5,0,1
3860,S01010365,S02001950,S08000031,S37000034,S12000049,6466,10,5,10,5,10,5,10,5,0,1
3861,S01010366,S02001950,S08000031,S37000034,S12000049,6173,9,5,9,5,10,5,10,5,0,1
3862,S01010367,S02001950,S08000031,S37000034,S12000049,6829,10,5,10,5,10,5,10,5,0,1
3863,S01010368,S02001950,S08000031,S37000034,S12000049,6377,10,5,10,5,10,5,10,5,0,1
3864,S01010369,S02001951,S08000031,S37000034,S12000049,3284,5,3,6,3,7,4,7,4,0,0
3865,S01010370,S02001951,S08000031,S37000034,S12000049,6601,10,5,10,5,10,5,10,5,0,1
3866,S01010371,S02001951,S08000031,S37000034,S12000049,5816,9,5,9,5,9,5,9,5,0,0
3867,S01010372,S02001951,S08000031,S37000034,S12000049,6641,10,5,10,5,10,5,10,5,0,1
3868,S01010373,S02001951,S08000031,S37000034,S12000049,5758,9,5,9,5,9,5,9,5,0,0
3869,S01010374,S02001952,S08000031,S37000034,S12000049,6956,10,5,10,5,10,5,10,5,0,1
3870,S01010375,S02001952,S08000031,S37000034,S12000049,5295,8,4,8,4,9,5,9,5,0,0
3871,S01010376,S02001952,S08000031,S37000034,S12000049,5934,9,5,9,5,10,5,10,5,0,0
3872,S01010377,S02001952,S08000031,S37000034,S12000049,5541,8,4,8,4,9,5,9,5,0,0
3873,S01010378,S02001952,S08000031,S37000034,S12000049,5650,9,5,9,5,9,5,9,5,0,0
3874,S01010379,S02001952,S08000031,S37000034,S12000049,4011,6,3,7,4,8,4,8,4,0,0
3875,S01010380,S02001952,S08000031,S37000034,S12000049,5524,8,4,8,4,9,5,9,5,0,0
3876,S01010381,S02001953,S08000031,S37000034,S12000049,5036,8,4,8,4,9,5,9,5,0,0
3877,S01010382,S02001953,S08000031,S37000034,S12000049,3861,6,3,7,4,8,4,8,4,0,0
3878,S01010383,S02001953,S08000031,S37000034,S12000049,1010,2,1,3,2,4,2,4,2,1,0
3879,S01010384,S02001953,S08000031,S37000034,S12000049,6171,9,5,9,5,10,5,10,5,0,1
3880,S01010385,S02001953,S08000031,S37000034,S12000049,3442,5,3,6,3,7,4,7,4,0,0
3881,S01010386,S02001953,S08000031,S37000034,S12000049,1161,2,1,4,2,5,3,5,3,0,0
3882,S01010387,S02001953,S08000031,S37000034,S12000049,3763,6,3,7,4,8,4,8,4,0,0
3883,S01010388,S02001954,S08000031,S37000034,S12000049,1100,2,1,3,2,4,2,4,2,0,0
3884,S01010389,S02001954,S08000031,S37000034,S12000049,6281,9,5,9,5,10,5,10,5,0,1
3885,S01010390,S02001954,S08000031,S37000034,S12000049,3128,5,3,6,3,7,4,7,4,0,0
3886,S01010391,S02001954,S08000031,S37000034,S12000049,2289,4,2,5,3,6,3,6,3,0,0
3887,S01010392,S02001954,S08000031,S37000034,S12000049,6655,10,5,10,5,10,5,10,5,0,1
3888,S01010393,S02001955,S08000031,S37000034,S12000049,4537,7,4,7,4,8,4,8,4,0,0
3889,S01010394,S02001955,S08000031,S37000034,S12000049,301,1,1,2,1,2,1,2,1,1,0
3890,S01010395,S02001955,S08000031,S37000034,S12000049,2670,4,2,6,3,7,4,7,4,0,0
3891,S01010396,S02001955,S08000031,S37000034,S12000049,3268,5,3,6,3,7,4,7,4,0,0
3892,S01010397,S02001956,S08000031,S37000034,S12000049,5496,8,4,8,4,9,5,9,5,0,0
3893,S01010398,S02001956,S08000031,S37000034,S12000049,6359,10,5,10,5,10,5,10,5,0,1
3894,S01010399,S02001956,S08000031,S37000034,S12000049,6947,10,5,10,5,10,5,10,5,0,1
3895,S01010400,S02001956,S08000031,S37000034,S12000049,6781,10,5,10,5,10,5,10,5,0,1
3896,S01010401,S02001956,S08000031,S37000034,S12000049,5006,8,4,8,4,9,5,9,5,0,0
3897,S01010402,S02001956,S08000031,S37000034,S12000049,6927,10,5,10,5,10,5,10,5,0,1
3898,S01010403,S02001957,S08000031,S37000034,S12000049,6747,10,5,10,5,10,5,10,5,0,1
3899,S01010404,S02001957,S08000031,S37000034,S12000049,6549,10,5,10,5,10,5,10,5,0,1
3900,S01010405,S02001957,S08000031,S37000034,S12000049,6297,9,5,10,5,10,5,10,5,0,1
3901,S01010406,S02001957,S08000031,S37000034,S12000049,6192,9,5,9,5,10,5,10,5,0,1
3902,S01010407,S02001957,S08000031,S37000034,S12000049,6097,9,5,9,5,10,5,10,5,0,1
3903,S01010408,S02001958,S08000031,S37000034,S12000049,2841,4,2,6,3,7,4,7,4,0,0
3904,S01010409,S02001958,S08000031,S37000034,S12000049,6788,10,5,10,5,10,5,10,5,0,1
3905,S01010410,S02001958,S08000031,S37000034,S12000049,6789,10,5,10,5,10,5,10,5,0,1
3906,S01010411,S02001958,S08000031,S37000034,S12000049,6677,10,5,10,5,10,5,10,5,0,1
3907,S01010412,S02001958,S08000031,S37000034,S12000049,5199,8,4,8,4,9,5,9,5,0,0
3908,S01010413,S02001958,S08000031,S37000034,S12000049,6208,9,5,9,5,10,5,10,5,0,1
3909,S01010414,S02001958,S08000031,S37000034,S12000049,5860,9,5,9,5,9,5,9,5,0,0
3910,S01010415,S02001959,S08000031,S37000034,S12000049,1110,2,1,3,2,4,2,4,2,0,0
3911,S01010416,S02001959,S08000031,S37000034,S12000049,6427,10,5,10,5,10,5,10,5,0,1
3912,S01010417,S02001959,S08000031,S37000034,S12000049,6903,10,5,10,5,10,5,10,5,0,1
3913,S01010418,S02001959,S08000031,S37000034,S12000049,6402,10,5,10,5,10,5,10,5,0,1
3914,S01010419,S02001959,S08000031,S37000034,S12000049,6783,10,5,10,5,10,5,10,5,0,1
3915,S01010420,S02001960,S08000031,S37000034,S12000049,6064,9,5,9,5,10,5,10,5,0,1
3916,S01010421,S02001960,S08000031,S37000034,S12000049,5703,9,5,9,5,9,5,9,5,0,0
3917,S01010422,S02001960,S08000031,S37000034,S12000049,4290,7,4,7,4,8,4,8,4,0,0
3918,S01010423,S02001961,S08000031,S37000034,S12000049,508,1,1,2,1,3,2,3,2,1,0
3919,S01010424,S02001961,S08000031,S37000034,S12000049,875,2,1,3,2,4,2,4,2,1,0
3920,S01010425,S02001961,S08000031,S37000034,S12000049,343,1,1,2,1,2,1,2,1,1,0
3921,S01010426,S02001961,S08000031,S37000034,S12000049,1406,2,1,4,2,5,3,5,3,0,0
3922,S01010427,S02001962,S08000031,S37000034,S12000049,914,2,1,3,2,4,2,4,2,1,0
3923,S01010428,S02001962,S08000031,S37000034,S12000049,5417,8,4,8,4,9,5,9,5,0,0
3924,S01010429,S02001962,S08000031,S37000034,S12000049,6179,9,5,9,5,10,5,10,5,0,1
3925,S01010430,S02001962,S08000031,S37000034,S12000049,890,2,1,3,2,4,2,4,2,1,0
3926,S01010431,S02001962,S08000031,S37000034,S12000049,6758,10,5,10,5,10,5,10,5,0,1
3927,S01010432,S02001963,S08000031,S37000034,S12000049,1222,2,1,4,2,5,3,5,3,0,0
3928,S01010433,S02001963,S08000031,S37000034,S12000049,224,1,1,1,1,2,1,2,1,1,0
3929,S01010434,S02001963,S08000031,S37000034,S12000049,195,1,1,1,1,2,1,2,1,1,0
3930,S01010435,S02001963,S08000031,S37000034,S12000049,1707,3,2,4,2,5,3,5,3,0,0
3931,S01010436,S02001963,S08000031,S37000034,S12000049,365,1,1,2,1,2,1,2,1,1,0
3932,S01010437,S02001964,S08000031,S37000034,S12000049,1751,3,2,4,2,5,3,5,3,0,0
3933,S01010438,S02001964,S08000031,S37000034,S12000049,968,2,1,3,2,4,2,4,2,1,0
3934,S01010439,S02001964,S08000031,S37000034,S12000049,1160,2,1,4,2,4,2,4,2,0,0
3935,S01010440,S02001964,S08000031,S37000034,S12000049,453,1,1,2,1,3,2,3,2,1,0
3936,S01010441,S02001964,S08000031,S37000034,S12000049,3687,6,3,7,4,8,4,8,4,0,0
3937,S01010442,S02001964,S08000031,S37000034,S12000049,1019,2,1,3,2,4,2,4,2,1,0
3938,S01010443,S02001965,S08000031,S37000034,S12000049,2928,5,3,6,3,7,4,7,4,0,0
3939,S01010444,S02001965,S08000031,S37000034,S12000049,1383,2,1,4,2,5,3,5,3,0,0
3940,S01010445,S02001965,S08000031,S37000034,S12000049,1150,2,1,4,2,4,2,4,2,0,0
3941,S01010446,S02001965,S08000031,S37000034,S12000049,3189,5,3,6,3,7,4,7,4,0,0
3942,S01010447,S02001966,S08000031,S37000034,S12000049,512,1,1,2,1,3,2,3,2,1,0
3943,S01010448,S02001966,S08000031,S37000034,S12000049,2547,4,2,5,3,7,4,7,4,0,0
3944,S01010449,S02001966,S08000031,S37000034,S12000049,1541,3,2,4,2,5,3,5,3,0,0
3945,S01010450,S02001967,S08000031,S37000034,S12000049,1359,2,1,4,2,5,3,5,3,0,0
3946,S01010451,S02001967,S08000031,S37000034,S12000049,361,1,1,2,1,2,1,2,1,1,0
3947,S01010452,S02001967,S08000031,S37000034,S12000049,2061,3,2,5,3,6,3,6,3,0,0
3948,S01010453,S02001967,S08000031,S37000034,S12000049,491,1,1,2,1,3,2,3,2,1,0
3949,S01010454,S02001967,S08000031,S37000034,S12000049,2102,3,2,5,3,6,3,6,3,0,0
3950,S01010455,S02001968,S08000031,S37000034,S12000049,50,1,1,1,1,1,1,1,1,1,0
3951,S01010456,S02001968,S08000031,S37000034,S12000049,2193,4,2,5,3,6,3,6,3,0,0
3952,S01010457,S02001968,S08000031,S37000034,S12000049,2435,4,2,5,3,6,3,6,3,0,0
3953,S01010458,S02001968,S08000031,S37000034,S12000049,828,2,1,3,2,4,2,4,2,1,0
3954,S01010459,S02001968,S08000031,S37000034,S12000049,1912,3,2,5,3,6,3,6,3,0,0
3955,S01010460,S02001969,S08000031,S37000034,S12000049,5972,9,5,9,5,10,5,10,5,0,1
3956,S01010461,S02001969,S08000031,S37000034,S12000049,600,1,1,2,1,3,2,3,2,1,0
3957,S01010462,S02001969,S08000031,S37000034,S12000049,131,1,1,1,1,1,1,1,1,1,0
3958,S01010463,S02001969,S08000031,S37000034,S12000049,3300,5,3,6,3,7,4,7,4,0,0
3959,S01010464,S02001969,S08000031,S37000034,S12000049,2595,4,2,6,3,7,4,7,4,0,0
3960,S01010465,S02001970,S08000031,S37000034,S12000049,5443,8,4,8,4,9,5,9,5,0,0
3961,S01010466,S02001970,S08000031,S37000034,S12000049,5944,9,5,9,5,10,5,10,5,0,0
3962,S01010467,S02001970,S08000031,S37000034,S12000049,5039,8,4,8,4,9,5,9,5,0,0
3963,S01010468,S02001970,S08000031,S37000034,S12000049,5291,8,4,8,4,9,5,9,5,0,0
3964,S01010469,S02001970,S08000031,S37000034,S12000049,1566,3,2,4,2,5,3,5,3,0,0
3965,S01010470,S02001971,S08000031,S37000034,S12000049,1859,3,2,4,2,6,3,6,3,0,0
3966,S01010471,S02001971,S08000031,S37000034,S12000049,1872,3,2,5,3,6,3,6,3,0,0
3967,S01010472,S02001971,S08000031,S37000034,S12000049,2089,3,2,5,3,6,3,6,3,0,0
3968,S01010473,S02001971,S08000031,S37000034,S12000049,4161,6,3,7,4,8,4,8,4,0,0
3969,S01010474,S02001971,S08000031,S37000034,S12000049,3586,6,3,7,4,8,4,8,4,0,0
3970,S01010475,S02001971,S08000031,S37000034,S12000049,5611,8,4,8,4,9,5,9,5,0,0
3971,S01010476,S02001971,S08000031,S37000034,S12000049,3858,6,3,7,4,8,4,8,4,0,0
3972,S01010477,S02001971,S08000031,S37000034,S12000049,2685,4,2,6,3,7,4,7,4,0,0
3973,S01010478,S02001972,S08000031,S37000034,S12000049,253,1,1,1,1,2,1,2,1,1,0
3974,S01010479,S02001972,S08000031,S37000034,S12000049,1825,3,2,4,2,6,3,6,3,0,0
3975,S01010480,S02001972,S08000031,S37000034,S12000049,1977,3,2,5,3,6,3,6,3,0,0
3976,S01010481,S02001972,S08000031,S37000034,S12000049,227,1,1,1,1,2,1,2,1,1,0
3977,S01010482,S02001972,S08000031,S37000034,S12000049,1972,3,2,5,3,6,3,6,3,0,0
3978,S01010483,S02001972,S08000031,S37000034,S12000049,1271,2,1,4,2,5,3,5,3,0,0
3979,S01010484,S02001972,S08000031,S37000034,S12000049,1436,3,2,4,2,5,3,5,3,0,0
3980,S01010485,S02001973,S08000031,S37000034,S12000049,3030,5,3,6,3,7,4,7,4,0,0
3981,S01010486,S02001973,S08000031,S37000034,S12000049,5676,9,5,9,5,9,5,9,5,0,0
3982,S01010487,S02001973,S08000031,S37000034,S12000049,3487,5,3,6,3,7,4,7,4,0,0
3983,S01010488,S02001974,S08000031,S37000034,S12000049,429,1,1,2,1,3,2,3,2,1,0
3984,S01010489,S02001974,S08000031,S37000034,S12000049,798,2,1,3,2,4,2,4,2,1,0
3985,S01010490,S02001974,S08000031,S37000034,S12000049,219,1,1,1,1,2,1,2,1,1,0
3986,S01010491,S02001975,S08000031,S37000034,S12000049,143,1,1,1,1,1,1,1,1,1,0
3987,S01010492,S02001975,S08000031,S37000034,S12000049,102,1,1,1,1,1,1,1,1,1,0
3988,S01010493,S02001975,S08000031,S37000034,S12000049,30,1,1,1,1,1,1,1,1,1,0
3989,S01010494,S02001975,S08000031,S37000034,S12000049,1009,2,1,3,2,4,2,4,2,1,0
3990,S01010495,S02001975,S08000031,S37000034,S12000049,59,1,1,1,1,1,1,1,1,1,0
3991,S01010496,S02001976,S08000031,S37000034,S12000049,168,1,1,1,1,2,1,2,1,1,0
3992,S01010497,S02001976,S08000031,S37000034,S12000049,347,1,1,2,1,2,1,2,1,1,0
3993,S01010498,S02001976,S08000031,S37000034,S12000049,296,1,1,2,1,2,1,2,1,1,0
3994,S01010499,S02001976,S08000031,S37000034,S12000049,28,1,1,1,1,1,1,1,1,1,0
3995,S01010500,S02001977,S08000031,S37000034,S12000049,420,1,1,2,1,3,2,3,2,1,0
3996,S01010501,S02001977,S08000031,S37000034,S12000049,974,2,1,3,2,4,2,4,2,1,0
3997,S01010502,S02001977,S08000031,S37000034,S12000049,2146,3,2,5,3,6,3,6,3,0,0
3998,S01010503,S02001977,S08000031,S37000034,S12000049,324,1,1,2,1,2,1,2,1,1,0
3999,S01010504,S02001978,S08000022,S37000016,S12000017,3982,6,3,6,3,6,3,6,3,0,0
4000,S01010505,S02001978,S08000022,S37000016,S12000017,3055,5,3,4,2,4,2,4,2,0,0
4001,S01010506,S02001978,S08000022,S37000016,S12000017,3920,6,3,6,3,6,3,6,3,0,0
4002,S01010507,S02001978,S08000022,S37000016,S12000017,4850,7,4,8,4,8,4,8,4,0,0
4003,S01010508,S02001978,S08000022,S37000016,S12000017,3884,6,3,6,3,6,3,6,3,0,0
4004,S01010509,S02001978,S08000022,S37000016,S12000017,3786,6,3,5,3,5,3,5,3,0,0
4005,S01010510,S02001979,S08000022,S37000016,S12000017,3775,6,3,5,3,5,3,5,3,0,0
4006,S01010511,S02001979,S08000022,S37000016,S12000017,2787,4,2,3,2,3,2,3,2,0,0
4007,S01010512,S02001979,S08000022,S37000016,S12000017,3333,5,3,4,2,4,2,4,2,0,0
4008,S01010513,S02001979,S08000022,S37000016,S12000017,6005,9,5,10,5,10,5,10,5,0,1
4009,S01010514,S02001979,S08000022,S37000016,S12000017,4182,6,3,7,4,7,4,7,4,0,0
4010,S01010515,S02001979,S08000022,S37000016,S12000017,3094,5,3,4,2,4,2,4,2,0,0
4011,S01010516,S02001980,S08000022,S37000016,S12000017,3785,6,3,5,3,5,3,5,3,0,0
4012,S01010517,S02001980,S08000022,S37000016,S12000017,3099,5,3,4,2,4,2,4,2,0,0
4013,S01010518,S02001980,S08000022,S37000016,S12000017,4237,6,3,7,4,7,4,7,4,0,0
4014,S01010519,S02001980,S08000022,S37000016,S12000017,3296,5,3,4,2,4,2,4,2,0,0
4015,S01010520,S02001980,S08000022,S37000016,S12000017,4503,7,4,7,4,7,4,7,4,0,0
4016,S01010521,S02001980,S08000022,S37000016,S12000017,2757,4,2,3,2,3,2,3,2,0,0
4017,S01010522,S02001980,S08000022,S37000016,S12000017,1129,2,1,1,1,1,1,1,1,0,0
4018,S01010523,S02001980,S08000022,S37000016,S12000017,941,2,1,1,1,1,1,1,1,1,0
4019,S01010524,S02001981,S08000022,S37000016,S12000017,5185,8,4,9,5,9,5,9,5,0,0
4020,S01010525,S02001981,S08000022,S37000016,S12000017,3540,5,3,5,3,5,3,5,3,0,0
4021,S01010526,S02001981,S08000022,S37000016,S12000017,4857,7,4,8,4,8,4,8,4,0,0
4022,S01010527,S02001981,S08000022,S37000016,S12000017,2290,4,2,2,1,2,1,2,1,0,0
4023,S01010528,S02001981,S08000022,S37000016,S12000017,3118,5,3,4,2,4,2,4,2,0,0
4024,S01010529,S02001981,S08000022,S37000016,S12000017,4976,8,4,9,5,9,5,9,5,0,0
4025,S01010530,S02001981,S08000022,S37000016,S12000017,4585,7,4,8,4,7,4,7,4,0,0
4026,S01010531,S02001982,S08000022,S37000016,S12000017,4170,6,3,7,4,7,4,7,4,0,0
4027,S01010532,S02001982,S08000022,S37000016,S12000017,4065,6,3,6,3,6,3,6,3,0,0
4028,S01010533,S02001982,S08000022,S37000016,S12000017,4885,7,4,9,5,8,4,8,4,0,0
4029,S01010534,S02001982,S08000022,S37000016,S12000017,4525,7,4,8,4,7,4,7,4,0,0
4030,S01010535,S02001982,S08000022,S37000016,S12000017,4697,7,4,8,4,8,4,8,4,0,0
4031,S01010536,S02001983,S08000022,S37000016,S12000017,3377,5,3,4,2,4,2,4,2,0,0
4032,S01010537,S02001983,S08000022,S37000016,S12000017,4873,7,4,8,4,8,4,8,4,0,0
4033,S01010538,S02001983,S08000022,S37000016,S12000017,4278,7,4,7,4,7,4,7,4,0,0
4034,S01010539,S02001983,S08000022,S37000016,S12000017,4917,7,4,9,5,9,5,9,5,0,0
4035,S01010540,S02001983,S08000022,S37000016,S12000017,4608,7,4,8,4,8,4,8,4,0,0
4036,S01010541,S02001983,S08000022,S37000016,S12000017,4756,7,4,8,4,8,4,8,4,0,0
4037,S01010542,S02001984,S08000022,S37000016,S12000017,4784,7,4,8,4,8,4,8,4,0,0
4038,S01010543,S02001984,S08000022,S37000016,S12000017,3447,5,3,4,2,5,3,5,3,0,0
4039,S01010544,S02001984,S08000022,S37000016,S12000017,4654,7,4,8,4,8,4,8,4,0,0
4040,S01010545,S02001984,S08000022,S37000016,S12000017,5482,8,4,10,5,10,5,10,5,0,0
4041,S01010546,S02001984,S08000022,S37000016,S12000017,4936,7,4,9,5,9,5,9,5,0,0
4042,S01010547,S02001984,S08000022,S37000016,S12000017,4767,7,4,8,4,8,4,8,4,0,0
4043,S01010548,S02001985,S08000022,S37000016,S12000017,5252,8,4,9,5,9,5,9,5,0,0
4044,S01010549,S02001985,S08000022,S37000016,S12000017,5192,8,4,9,5,9,5,9,5,0,0
4045,S01010550,S02001985,S08000022,S37000016,S12000017,4051,6,3,6,3,6,3,6,3,0,0
4046,S01010551,S02001985,S08000022,S37000016,S12000017,4494,7,4,7,4,7,4,7,4,0,0
4047,S01010552,S02001985,S08000022,S37000016,S12000017,3922,6,3,6,3,6,3,6,3,0,0
4048,S01010553,S02001985,S08000022,S37000016,S12000017,3821,6,3,6,3,5,3,5,3,0,0
4049,S01010554,S02001986,S08000022,S37000016,S12000017,4139,6,3,7,4,6,3,6,3,0,0
4050,S01010555,S02001986,S08000022,S37000016,S12000017,3161,5,3,4,2,4,2,4,2,0,0
4051,S01010556,S02001986,S08000022,S37000016,S12000017,1760,3,2,2,1,2,1,2,1,0,0
4052,S01010557,S02001986,S08000022,S37000016,S12000017,2706,4,2,3,2,3,2,3,2,0,0
4053,S01010558,S02001986,S08000022,S37000016,S12000017,3077,5,3,4,2,4,2,4,2,0,0
4054,S01010559,S02001987,S08000022,S37000016,S12000017,5008,8,4,9,5,9,5,9,5,0,0
4055,S01010560,S02001987,S08000022,S37000016,S12000017,6265,9,5,10,5,10,5,10,5,0,1
4056,S01010561,S02001987,S08000022,S37000016,S12000017,6403,10,5,10,5,10,5,10,5,0,1
4057,S01010562,S02001987,S08000022,S37000016,S12000017,5228,8,4,9,5,9,5,9,5,0,0
4058,S01010563,S02001987,S08000022,S37000016,S12000017,2837,4,2,3,2,3,2,3,2,0,0
4059,S01010564,S02001987,S08000022,S37000016,S12000017,575,1,1,1,1,1,1,1,1,1,0
4060,S01010565,S02001987,S08000022,S37000016,S12000017,2847,4,2,3,2,3,2,3,2,0,0
4061,S01010566,S02001988,S08000022,S37000016,S12000017,4831,7,4,8,4,8,4,8,4,0,0
4062,S01010567,S02001988,S08000022,S37000016,S12000017,4212,6,3,7,4,7,4,7,4,0,0
4063,S01010568,S02001988,S08000022,S37000016,S12000017,3626,6,3,5,3,5,3,5,3,0,0
4064,S01010569,S02001988,S08000022,S37000016,S12000017,4932,7,4,9,5,9,5,9,5,0,0
4065,S01010570,S02001988,S08000022,S37000016,S12000017,2064,3,2,2,1,2,1,2,1,0,0
4066,S01010571,S02001989,S08000022,S37000016,S12000017,4646,7,4,8,4,8,4,8,4,0,0
4067,S01010572,S02001989,S08000022,S37000016,S12000017,3000,5,3,3,2,3,2,3,2,0,0
4068,S01010573,S02001989,S08000022,S37000016,S12000017,2965,5,3,3,2,3,2,3,2,0,0
4069,S01010574,S02001989,S08000022,S37000016,S12000017,6776,10,5,10,5,10,5,10,5,0,1
4070,S01010575,S02001989,S08000022,S37000016,S12000017,5717,9,5,10,5,10,5,10,5,0,0
4071,S01010576,S02001989,S08000022,S37000016,S12000017,6496,10,5,10,5,10,5,10,5,0,1
4072,S01010577,S02001990,S08000022,S37000016,S12000017,1476,3,2,2,1,2,1,2,1,0,0
4073,S01010578,S02001990,S08000022,S37000016,S12000017,2702,4,2,3,2,3,2,3,2,0,0
4074,S01010579,S02001990,S08000022,S37000016,S12000017,6114,9,5,10,5,10,5,10,5,0,1
4075,S01010580,S02001990,S08000022,S37000016,S12000017,2429,4,2,3,2,3,2,3,2,0,0
4076,S01010581,S02001990,S08000022,S37000016,S12000017,4766,7,4,8,4,8,4,8,4,0,0
4077,S01010582,S02001991,S08000022,S37000016,S12000017,4786,7,4,8,4,8,4,8,4,0,0
4078,S01010583,S02001991,S08000022,S37000016,S12000017,5766,9,5,10,5,10,5,10,5,0,0
4079,S01010584,S02001991,S08000022,S37000016,S12000017,3514,5,3,5,3,5,3,5,3,0,0
4080,S01010585,S02001991,S08000022,S37000016,S12000017,5528,8,4,10,5,10,5,10,5,0,0
4081,S01010586,S02001991,S08000022,S37000016,S12000017,6008,9,5,10,5,10,5,10,5,0,1
4082,S01010587,S02001991,S08000022,S37000016,S12000017,5361,8,4,9,5,10,5,10,5,0,0
4083,S01010588,S02001991,S08000022,S37000016,S12000017,4257,6,3,7,4,7,4,7,4,0,0
4084,S01010589,S02001991,S08000022,S37000016,S12000017,1387,2,1,1,1,1,1,1,1,0,0
