_id,DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
277,S01006782,S02001283,S08000020,S37000001,S12000033,6251,9,5,9,5,8,4,8,4,0,1
278,S01006783,S02001283,S08000020,S37000001,S12000033,4703,7,4,5,3,6,3,6,3,0,0
279,S01006784,S02001283,S08000020,S37000001,S12000033,5945,9,5,8,4,7,4,7,4,0,0
280,S01006785,S02001284,S08000020,S37000001,S12000033,6421,10,5,9,5,9,5,9,5,0,1
281,S01006786,S02001284,S08000020,S37000001,S12000033,5827,9,5,8,4,7,4,7,4,0,0
282,S01006787,S02001284,S08000020,S37000001,S12000033,5240,8,4,7,4,6,3,6,3,0,0
283,S01006788,S02001284,S08000020,S37000001,S12000033,4856,7,4,6,3,6,3,6,3,0,0
284,S01006789,S02001285,S08000020,S37000002,S12000034,6040,9,5,9,5,9,5,9,5,0,1
285,S01006790,S02001285,S08000020,S37000002,S12000034,4871,7,4,6,3,5,3,5,3,0,0
286,S01006791,S02001285,S08000020,S37000002,S12000034,3509,5,3,3,2,2,1,2,1,0,0
287,S01006792,S02001285,S08000020,S37000002,S12000034,4447,7,4,5,3,4,2,4,2,0,0
288,S01006793,S02001285,S08000020,S37000002,S12000034,5949,9,5,8,4,9,5,9,5,0,0
289,S01006794,S02001286,S08000020,S37000002,S12000034,4021,6,3,4,2,3,2,3,2,0,0
290,S01006795,S02001286,S08000020,S37000002,S12000034,5691,9,5,8,4,8,4,8,4,0,0
291,S01006796,S02001286,S08000020,S37000002,S12000034,5637,9,5,8,4,8,4,8,4,0,0
292,S01006797,S02001286,S08000020,S37000002,S12000034,5416,8,4,7,4,7,4,7,4,0,0
293,S01006798,S02001286,S08000020,S37000002,S12000034,4640,7,4,5,3,5,3,5,3,0,0
294,S01006799,S02001286,S08000020,S37000002,S12000034,4596,7,4,5,3,4,2,4,2,0,0
295,S01006800,S02001286,S08000020,S37000002,S12000034,5870,9,5,8,4,8,4,8,4,0,0
296,S01006801,S02001287,S08000020,S37000002,S12000034,5662,9,5,8,4,8,4,8,4,0,0
297,S01006802,S02001287,S08000020,S37000002,S12000034,4490,7,4,5,3,4,2,4,2,0,0
298,S01006803,S02001287,S08000020,S37000002,S12000034,4093,6,3,5,3,4,2,4,2,0,0
299,S01006804,S02001287,S08000020,S37000002,S12000034,6447,10,5,9,5,10,5,10,5,0,1
300,S01006805,S02001287,S08000020,S37000002,S12000034,4515,7,4,5,3,4,2,4,2,0,0
301,S01006806,S02001288,S08000020,S37000002,S12000034,4530,7,4,5,3,4,2,4,2,0,0
302,S01006807,S02001288,S08000020,S37000002,S12000034,3624,6,3,4,2,3,2,3,2,0,0
303,S01006808,S02001288,S08000020,S37000002,S12000034,5371,8,4,7,4,7,4,7,4,0,0
304,S01006809,S02001288,S08000020,S37000002,S12000034,3375,5,3,3,2,2,1,2,1,0,0
305,S01006810,S02001288,S08000020,S37000002,S12000034,3828,6,3,4,2,3,2,3,2,0,0
306,S01006811,S02001289,S08000020,S37000002,S12000034,4810,7,4,6,3,5,3,5,3,0,0
307,S01006812,S02001289,S08000020,S37000002,S12000034,4664,7,4,5,3,5,3,5,3,0,0
308,S01006813,S02001289,S08000020,S37000002,S12000034,4707,7,4,6,3,5,3,5,3,0,0
309,S01006814,S02001289,S08000020,S37000002,S12000034,5966,9,5,8,4,9,5,9,5,0,0
310,S01006815,S02001289,S08000020,S37000002,S12000034,3707,6,3,4,2,3,2,3,2,0,0
311,S01006816,S02001289,S08000020,S37000002,S12000034,5002,8,4,6,3,6,3,6,3,0,0
312,S01006817,S02001289,S08000020,S37000002,S12000034,4982,8,4,6,3,6,3,6,3,0,0
313,S01006818,S02001290,S08000020,S37000002,S12000034,5413,8,4,7,4,7,4,7,4,0,0
314,S01006819,S02001290,S08000020,S37000002,S12000034,5253,8,4,7,4,6,3,6,3,0,0
315,S01006820,S02001290,S08000020,S37000002,S12000034,5773,9,5,8,4,8,4,8,4,0,0
316,S01006821,S02001290,S08000020,S37000002,S12000034,5745,9,5,8,4,8,4,8,4,0,0
317,S01006822,S02001290,S08000020,S37000002,S12000034,5407,8,4,7,4,7,4,7,4,0,0
318,S01006823,S02001291,S08000020,S37000002,S12000034,5904,9,5,8,4,9,5,9,5,0,0
319,S01006824,S02001291,S08000020,S37000002,S12000034,2657,4,2,2,1,1,1,1,1,0,0
320,S01006825,S02001291,S08000020,S37000002,S12000034,5123,8,4,6,3,6,3,6,3,0,0
321,S01006826,S02001291,S08000020,S37000002,S12000034,5427,8,4,7,4,7,4,7,4,0,0
322,S01006827,S02001291,S08000020,S37000002,S12000034,4379,7,4,5,3,4,2,4,2,0,0
323,S01006828,S02001291,S08000020,S37000002,S12000034,4788,7,4,6,3,5,3,5,3,0,0
324,S01006829,S02001291,S08000020,S37000002,S12000034,6738,10,5,10,5,10,5,10,5,0,1
325,S01006830,S02001292,S08000020,S37000002,S12000034,4128,6,3,5,3,4,2,4,2,0,0
326,S01006831,S02001292,S08000020,S37000002,S12000034,6746,10,5,10,5,10,5,10,5,0,1
327,S01006832,S02001292,S08000020,S37000002,S12000034,6262,9,5,9,5,9,5,9,5,0,1
328,S01006833,S02001292,S08000020,S37000002,S12000034,6959,10,5,10,5,10,5,10,5,0,1
329,S01006834,S02001292,S08000020,S37000002,S12000034,6465,10,5,9,5,10,5,10,5,0,1
330,S01006835,S02001292,S08000020,S37000002,S12000034,3859,6,3,4,2,3,2,3,2,0,0
331,S01006836,S02001292,S08000020,S37000002,S12000034,5709,9,5,8,4,8,4,8,4,0,0
332,S01006837,S02001292,S08000020,S37000002,S12000034,5898,9,5,8,4,9,5,9,5,0,0
333,S01006838,S02001292,S08000020,S37000002,S12000034,6369,10,5,9,5,10,5,10,5,0,1
334,S01006839,S02001293,S08000020,S37000002,S12000034,5067,8,4,6,3,6,3,6,3,0,0
335,S01006840,S02001293,S08000020,S37000002,S12000034,6213,9,5,9,5,9,5,9,5,0,1
336,S01006841,S02001293,S08000020,S37000002,S12000034,5481,8,4,7,4,7,4,7,4,0,0
337,S01006842,S02001294,S08000020,S37000002,S12000034,6626,10,5,10,5,10,5,10,5,0,1
338,S01006843,S02001294,S08000020,S37000002,S12000034,6879,10,5,10,5,10,5,10,5,0,1
339,S01006844,S02001294,S08000020,S37000002,S12000034,6432,10,5,9,5,10,5,10,5,0,1
340,S01006845,S02001294,S08000020,S37000002,S12000034,6665,10,5,10,5,10,5,10,5,0,1
341,S01006846,S02001294,S08000020,S37000002,S12000034,5459,8,4,7,4,7,4,7,4,0,0
342,S01006847,S02001294,S08000020,S37000002,S12000034,5955,9,5,8,4,9,5,9,5,0,0
343,S01006848,S02001295,S08000020,S37000002,S12000034,5484,8,4,7,4,7,4,7,4,0,0
344,S01006849,S02001295,S08000020,S37000002,S12000034,6121,9,5,9,5,9,5,9,5,0,1
345,S01006850,S02001295,S08000020,S37000002,S12000034,3969,6,3,4,2,3,2,3,2,0,0
346,S01006851,S02001295,S08000020,S37000002,S12000034,4304,7,4,5,3,4,2,4,2,0,0
347,S01006852,S02001295,S08000020,S37000002,S12000034,5810,9,5,8,4,8,4,8,4,0,0
348,S01006853,S02001296,S08000020,S37000002,S12000034,5069,8,4,6,3,6,3,6,3,0,0
349,S01006854,S02001296,S08000020,S37000002,S12000034,4829,7,4,6,3,5,3,5,3,0,0
350,S01006855,S02001296,S08000020,S37000002,S12000034,5244,8,4,7,4,6,3,6,3,0,0
351,S01006856,S02001296,S08000020,S37000002,S12000034,5876,9,5,8,4,8,4,8,4,0,0
352,S01006857,S02001296,S08000020,S37000002,S12000034,5375,8,4,7,4,7,4,7,4,0,0
353,S01006858,S02001296,S08000020,S37000002,S12000034,5337,8,4,7,4,7,4,7,4,0,0
354,S01006859,S02001297,S08000020,S37000002,S12000034,6448,10,5,9,5,10,5,10,5,0,1
355,S01006860,S02001297,S08000020,S37000002,S12000034,4334,7,4,5,3,4,2,4,2,0,0
356,S01006861,S02001297,S08000020,S37000002,S12000034,6324,10,5,9,5,10,5,10,5,0,1
357,S01006862,S02001297,S08000020,S37000002,S12000034,5943,9,5,8,4,9,5,9,5,0,0
358,S01006863,S02001297,S08000020,S37000002,S12000034,5255,8,4,7,4,6,3,6,3,0,0
359,S01006864,S02001297,S08000020,S37000002,S12000034,5083,8,4,6,3,6,3,6,3,0,0
360,S01006865,S02001298,S08000020,S37000002,S12000034,6468,10,5,9,5,10,5,10,5,0,1
361,S01006866,S02001298,S08000020,S37000002,S12000034,6886,10,5,10,5,10,5,10,5,0,1
362,S01006867,S02001298,S08000020,S37000002,S12000034,6898,10,5,10,5,10,5,10,5,0,1
363,S01006868,S02001298,S08000020,S37000002,S12000034,4635,7,4,5,3,5,3,5,3,0,0
364,S01006869,S02001299,S08000020,S37000002,S12000034,5174,8,4,7,4,6,3,6,3,0,0
365,S01006870,S02001299,S08000020,S37000002,S12000034,6687,10,5,10,5,10,5,10,5,0,1
366,S01006871,S02001299,S08000020,S37000002,S12000034,6456,10,5,9,5,10,5,10,5,0,1
367,S01006872,S02001299,S08000020,S37000002,S12000034,5848,9,5,8,4,8,4,8,4,0,0
368,S01006873,S02001299,S08000020,S37000002,S12000034,5631,9,5,8,4,8,4,8,4,0,0
369,S01006874,S02001299,S08000020,S37000002,S12000034,5033,8,4,6,3,6,3,6,3,0,0
370,S01006875,S02001300,S08000020,S37000002,S12000034,4986,8,4,6,3,6,3,6,3,0,0
371,S01006876,S02001300,S08000020,S37000002,S12000034,5307,8,4,7,4,7,4,7,4,0,0
372,S01006877,S02001300,S08000020,S37000002,S12000034,4900,7,4,6,3,5,3,5,3,0,0
373,S01006878,S02001300,S08000020,S37000002,S12000034,3594,6,3,4,2,3,2,3,2,0,0
374,S01006879,S02001300,S08000020,S37000002,S12000034,4978,8,4,6,3,6,3,6,3,0,0
375,S01006880,S02001301,S08000020,S37000002,S12000034,6004,9,5,9,5,9,5,9,5,0,1
376,S01006881,S02001301,S08000020,S37000002,S12000034,5719,9,5,8,4,8,4,8,4,0,0
377,S01006882,S02001301,S08000020,S37000002,S12000034,4887,7,4,6,3,5,3,5,3,0,0
378,S01006883,S02001301,S08000020,S37000002,S12000034,6023,9,5,9,5,9,5,9,5,0,1
379,S01006884,S02001301,S08000020,S37000002,S12000034,5646,9,5,8,4,8,4,8,4,0,0
380,S01006885,S02001301,S08000020,S37000002,S12000034,5138,8,4,6,3,6,3,6,3,0,0
381,S01006886,S02001301,S08000020,S37000002,S12000034,4700,7,4,5,3,5,3,5,3,0,0
382,S01006887,S02001301,S08000020,S37000002,S12000034,5845,9,5,8,4,8,4,8,4,0,0
383,S01006888,S02001301,S08000020,S37000002,S12000034,5525,8,4,7,4,7,4,7,4,0,0
384,S01006889,S02001302,S08000020,S37000002,S12000034,2753,4,2,3,2,2,1,2,1,0,0
385,S01006890,S02001302,S08000020,S37000002,S12000034,6615,10,5,10,5,10,5,10,5,0,1
386,S01006891,S02001302,S08000020,S37000002,S12000034,5509,8,4,7,4,7,4,7,4,0,0
387,S01006892,S02001302,S08000020,S37000002,S12000034,3249,5,3,3,2,2,1,2,1,0,0
388,S01006893,S02001302,S08000020,S37000002,S12000034,4801,7,4,6,3,5,3,5,3,0,0
389,S01006894,S02001303,S08000020,S37000002,S12000034,4745,7,4,6,3,5,3,5,3,0,0
390,S01006895,S02001303,S08000020,S37000002,S12000034,2744,4,2,3,2,2,1,2,1,0,0
391,S01006896,S02001303,S08000020,S37000002,S12000034,4381,7,4,5,3,4,2,4,2,0,0
392,S01006897,S02001303,S08000020,S37000002,S12000034,5464,8,4,7,4,7,4,7,4,0,0
393,S01006898,S02001303,S08000020,S37000002,S12000034,4840,7,4,6,3,5,3,5,3,0,0
394,S01006899,S02001303,S08000020,S37000002,S12000034,6791,10,5,10,5,10,5,10,5,0,1
395,S01006900,S02001303,S08000020,S37000002,S12000034,6301,10,5,9,5,10,5,10,5,0,1
396,S01006901,S02001303,S08000020,S37000002,S12000034,3656,6,3,4,2,3,2,3,2,0,0
397,S01006902,S02001304,S08000020,S37000002,S12000034,2684,4,2,2,1,1,1,1,1,0,0
398,S01006903,S02001304,S08000020,S37000002,S12000034,2309,4,2,2,1,1,1,1,1,0,0
399,S01006904,S02001304,S08000020,S37000002,S12000034,4443,7,4,5,3,4,2,4,2,0,0
400,S01006905,S02001304,S08000020,S37000002,S12000034,4975,8,4,6,3,5,3,5,3,0,0
401,S01006906,S02001304,S08000020,S37000002,S12000034,2258,4,2,2,1,1,1,1,1,0,0
402,S01006907,S02001304,S08000020,S37000002,S12000034,4028,6,3,4,2,3,2,3,2,0,0
403,S01006908,S02001304,S08000020,S37000002,S12000034,4488,7,4,5,3,4,2,4,2,0,0
404,S01006909,S02001305,S08000020,S37000002,S12000034,6153,9,5,9,5,9,5,9,5,0,1
405,S01006910,S02001305,S08000020,S37000002,S12000034,6172,9,5,9,5,9,5,9,5,0,1
406,S01006911,S02001305,S08000020,S37000002,S12000034,6472,10,5,9,5,10,5,10,5,0,1
407,S01006912,S02001305,S08000020,S37000002,S12000034,5372,8,4,7,4,7,4,7,4,0,0
408,S01006913,S02001305,S08000020,S37000002,S12000034,5570,8,4,8,4,8,4,8,4,0,0
409,S01006914,S02001305,S08000020,S37000002,S12000034,5789,9,5,8,4,8,4,8,4,0,0
410,S01006915,S02001305,S08000020,S37000002,S12000034,5041,8,4,6,3,6,3,6,3,0,0
411,S01006916,S02001306,S08000020,S37000002,S12000034,5076,8,4,6,3,6,3,6,3,0,0
412,S01006917,S02001306,S08000020,S37000002,S12000034,6645,10,5,10,5,10,5,10,5,0,1
413,S01006918,S02001306,S08000020,S37000002,S12000034,5747,9,5,8,4,8,4,8,4,0,0
414,S01006919,S02001306,S08000020,S37000002,S12000034,5956,9,5,8,4,9,5,9,5,0,0
415,S01006920,S02001306,S08000020,S37000002,S12000034,4835,7,4,6,3,5,3,5,3,0,0
416,S01006921,S02001306,S08000020,S37000002,S12000034,6720,10,5,10,5,10,5,10,5,0,1
417,S01006922,S02001306,S08000020,S37000002,S12000034,5449,8,4,7,4,7,4,7,4,0,0
418,S01006923,S02001306,S08000020,S37000002,S12000034,5886,9,5,8,4,9,5,9,5,0,0
419,S01006924,S02001306,S08000020,S37000002,S12000034,4990,8,4,6,3,6,3,6,3,0,0
420,S01006925,S02001307,S08000020,S37000002,S12000034,5273,8,4,7,4,7,4,7,4,0,0
421,S01006926,S02001307,S08000020,S37000002,S12000034,6175,9,5,9,5,9,5,9,5,0,1
422,S01006927,S02001307,S08000020,S37000002,S12000034,5880,9,5,8,4,8,4,8,4,0,0
423,S01006928,S02001307,S08000020,S37000002,S12000034,4849,7,4,6,3,5,3,5,3,0,0
424,S01006929,S02001308,S08000020,S37000002,S12000034,6869,10,5,10,5,10,5,10,5,0,1
425,S01006930,S02001308,S08000020,S37000002,S12000034,6897,10,5,10,5,10,5,10,5,0,1
426,S01006931,S02001308,S08000020,S37000002,S12000034,5451,8,4,7,4,7,4,7,4,0,0
427,S01006932,S02001308,S08000020,S37000002,S12000034,5908,9,5,8,4,9,5,9,5,0,0
428,S01006933,S02001308,S08000020,S37000002,S12000034,6950,10,5,10,5,10,5,10,5,0,1
429,S01006934,S02001308,S08000020,S37000002,S12000034,5314,8,4,7,4,7,4,7,4,0,0
430,S01006935,S02001309,S08000020,S37000002,S12000034,6942,10,5,10,5,10,5,10,5,0,1
431,S01006936,S02001309,S08000020,S37000002,S12000034,6635,10,5,10,5,10,5,10,5,0,1
432,S01006937,S02001309,S08000020,S37000002,S12000034,6703,10,5,10,5,10,5,10,5,0,1
433,S01006938,S02001309,S08000020,S37000002,S12000034,5711,9,5,8,4,8,4,8,4,0,0
434,S01006939,S02001309,S08000020,S37000002,S12000034,6817,10,5,10,5,10,5,10,5,0,1
435,S01006940,S02001309,S08000020,S37000002,S12000034,6851,10,5,10,5,10,5,10,5,0,1
436,S01006941,S02001310,S08000020,S37000002,S12000034,5916,9,5,8,4,9,5,9,5,0,0
437,S01006942,S02001310,S08000020,S37000002,S12000034,6145,9,5,9,5,9,5,9,5,0,1
438,S01006943,S02001310,S08000020,S37000002,S12000034,6659,10,5,10,5,10,5,10,5,0,1
439,S01006944,S02001310,S08000020,S37000002,S12000034,5286,8,4,7,4,7,4,7,4,0,0
440,S01006945,S02001310,S08000020,S37000002,S12000034,6835,10,5,10,5,10,5,10,5,0,1
441,S01006946,S02001311,S08000020,S37000002,S12000034,5854,9,5,8,4,8,4,8,4,0,0
442,S01006947,S02001311,S08000020,S37000002,S12000034,5279,8,4,7,4,7,4,7,4,0,0
443,S01006948,S02001311,S08000020,S37000002,S12000034,4895,7,4,6,3,5,3,5,3,0,0
444,S01006949,S02001311,S08000020,S37000002,S12000034,5552,8,4,7,4,8,4,8,4,0,0
445,S01006950,S02001311,S08000020,S37000002,S12000034,3721,6,3,4,2,3,2,3,2,0,0
446,S01006951,S02001311,S08000020,S37000002,S12000034,5211,8,4,7,4,6,3,6,3,0,0
447,S01006952,S02001312,S08000020,S37000002,S12000034,4742,7,4,6,3,5,3,5,3,0,0
448,S01006953,S02001312,S08000020,S37000002,S12000034,5871,9,5,8,4,8,4,8,4,0,0
449,S01006954,S02001312,S08000020,S37000002,S12000034,5583,8,4,8,4,8,4,8,4,0,0
450,S01006955,S02001312,S08000020,S37000002,S12000034,3708,6,3,4,2,3,2,3,2,0,0
451,S01006956,S02001312,S08000020,S37000002,S12000034,5461,8,4,7,4,7,4,7,4,0,0
452,S01006957,S02001312,S08000020,S37000002,S12000034,5780,9,5,8,4,8,4,8,4,0,0
453,S01006958,S02001313,S08000020,S37000002,S12000034,5980,9,5,8,4,9,5,9,5,0,1
454,S01006959,S02001313,S08000020,S37000002,S12000034,3001,5,3,3,2,2,1,2,1,0,0
455,S01006960,S02001313,S08000020,S37000002,S12000034,5817,9,5,8,4,8,4,8,4,0,0
456,S01006961,S02001313,S08000020,S37000002,S12000034,6376,10,5,9,5,10,5,10,5,0,1
457,S01006962,S02001313,S08000020,S37000002,S12000034,6661,10,5,10,5,10,5,10,5,0,1
458,S01006963,S02001313,S08000020,S37000002,S12000034,5761,9,5,8,4,8,4,8,4,0,0
459,S01006964,S02001313,S08000020,S37000002,S12000034,5567,8,4,8,4,8,4,8,4,0,0
460,S01006965,S02001314,S08000020,S37000002,S12000034,6081,9,5,9,5,9,5,9,5,0,1
461,S01006966,S02001314,S08000020,S37000002,S12000034,3326,5,3,3,2,2,1,2,1,0,0
462,S01006967,S02001314,S08000020,S37000002,S12000034,6516,10,5,9,5,10,5,10,5,0,1
463,S01006968,S02001314,S08000020,S37000002,S12000034,4178,6,3,5,3,4,2,4,2,0,0
464,S01006969,S02001314,S08000020,S37000002,S12000034,4469,7,4,5,3,4,2,4,2,0,0
465,S01006970,S02001314,S08000020,S37000002,S12000034,6507,10,5,9,5,10,5,10,5,0,1
466,S01006971,S02001314,S08000020,S37000002,S12000034,4158,6,3,5,3,4,2,4,2,0,0
467,S01006972,S02001315,S08000020,S37000002,S12000034,5390,8,4,7,4,7,4,7,4,0,0
468,S01006973,S02001315,S08000020,S37000002,S12000034,5097,8,4,6,3,6,3,6,3,0,0
469,S01006974,S02001315,S08000020,S37000002,S12000034,5184,8,4,7,4,6,3,6,3,0,0
470,S01006975,S02001315,S08000020,S37000002,S12000034,5062,8,4,6,3,6,3,6,3,0,0
471,S01006976,S02001315,S08000020,S37000002,S12000034,5243,8,4,7,4,6,3,6,3,0,0
472,S01006977,S02001315,S08000020,S37000002,S12000034,4626,7,4,5,3,5,3,5,3,0,0
473,S01006978,S02001316,S08000020,S37000002,S12000034,4404,7,4,5,3,4,2,4,2,0,0
474,S01006979,S02001316,S08000020,S37000002,S12000034,4859,7,4,6,3,5,3,5,3,0,0
475,S01006980,S02001316,S08000020,S37000002,S12000034,5258,8,4,7,4,6,3,6,3,0,0
476,S01006981,S02001316,S08000020,S37000002,S12000034,4804,7,4,6,3,5,3,5,3,0,0
477,S01006982,S02001316,S08000020,S37000002,S12000034,5999,9,5,8,4,9,5,9,5,0,1
478,S01006983,S02001316,S08000020,S37000002,S12000034,4708,7,4,6,3,5,3,5,3,0,0
479,S01006984,S02001316,S08000020,S37000002,S12000034,5597,8,4,8,4,8,4,8,4,0,0
480,S01006985,S02001317,S08000020,S37000002,S12000034,6102,9,5,9,5,9,5,9,5,0,1
481,S01006986,S02001317,S08000020,S37000002,S12000034,6122,9,5,9,5,9,5,9,5,0,1
482,S01006987,S02001317,S08000020,S37000002,S12000034,5230,8,4,7,4,6,3,6,3,0,0
483,S01006988,S02001317,S08000020,S37000002,S12000034,5460,8,4,7,4,7,4,7,4,0,0
484,S01006989,S02001317,S08000020,S37000002,S12000034,5890,9,5,8,4,9,5,9,5,0,0
485,S01006990,S02001317,S08000020,S37000002,S12000034,6136,9,5,9,5,9,5,9,5,0,1
486,S01006991,S02001318,S08000020,S37000002,S12000034,2937,5,3,3,2,2,1,2,1,0,0
487,S01006992,S02001318,S08000020,S37000002,S12000034,4609,7,4,5,3,5,3,5,3,0,0
488,S01006993,S02001318,S08000020,S37000002,S12000034,3544,5,3,4,2,3,2,3,2,0,0
489,S01006994,S02001318,S08000020,S37000002,S12000034,3527,5,3,3,2,2,1,2,1,0,0
490,S01006995,S02001318,S08000020,S37000002,S12000034,5419,8,4,7,4,7,4,7,4,0,0
491,S01006996,S02001318,S08000020,S37000002,S12000034,5145,8,4,6,3,6,3,6,3,0,0
492,S01006997,S02001319,S08000020,S37000002,S12000034,5642,9,5,8,4,8,4,8,4,0,0
493,S01006998,S02001319,S08000020,S37000002,S12000034,5283,8,4,7,4,7,4,7,4,0,0
494,S01006999,S02001319,S08000020,S37000002,S12000034,4005,6,3,4,2,3,2,3,2,0,0
495,S01007000,S02001319,S08000020,S37000002,S12000034,5104,8,4,6,3,6,3,6,3,0,0
496,S01007001,S02001319,S08000020,S37000002,S12000034,4811,7,4,6,3,5,3,5,3,0,0
497,S01007002,S02001320,S08000020,S37000002,S12000034,3456,5,3,3,2,2,1,2,1,0,0
498,S01007003,S02001320,S08000020,S37000002,S12000034,5026,8,4,6,3,6,3,6,3,0,0
499,S01007004,S02001320,S08000020,S37000002,S12000034,4349,7,4,5,3,4,2,4,2,0,0
500,S01007005,S02001320,S08000020,S37000002,S12000034,5596,8,4,8,4,8,4,8,4,0,0
501,S01007006,S02001320,S08000020,S37000002,S12000034,3732,6,3,4,2,3,2,3,2,0,0
502,S01007007,S02001320,S08000020,S37000002,S12000034,3975,6,3,4,2,3,2,3,2,0,0
503,S01007008,S02001321,S08000020,S37000002,S12000034,3529,5,3,3,2,3,2,3,2,0,0
504,S01007009,S02001321,S08000020,S37000002,S12000034,4587,7,4,5,3,4,2,4,2,0,0
505,S01007010,S02001321,S08000020,S37000002,S12000034,6155,9,5,9,5,9,5,9,5,0,1
506,S01007011,S02001321,S08000020,S37000002,S12000034,2087,3,2,2,1,1,1,1,1,0,0
507,S01007012,S02001321,S08000020,S37000002,S12000034,1701,3,2,1,1,1,1,1,1,0,0
508,S01007013,S02001322,S08000020,S37000002,S12000034,5021,8,4,6,3,6,3,6,3,0,0
509,S01007014,S02001322,S08000020,S37000002,S12000034,5146,8,4,7,4,6,3,6,3,0,0
510,S01007015,S02001322,S08000020,S37000002,S12000034,4054,6,3,4,2,4,2,4,2,0,0
511,S01007016,S02001322,S08000020,S37000002,S12000034,4305,7,4,5,3,4,2,4,2,0,0
512,S01007017,S02001323,S08000020,S37000002,S12000034,3455,5,3,3,2,2,1,2,1,0,0
513,S01007018,S02001323,S08000020,S37000002,S12000034,5257,8,4,7,4,6,3,6,3,0,0
514,S01007019,S02001323,S08000020,S37000002,S12000034,3870,6,3,4,2,3,2,3,2,0,0
515,S01007020,S02001323,S08000020,S37000002,S12000034,3590,6,3,4,2,3,2,3,2,0,0
516,S01007021,S02001323,S08000020,S37000002,S12000034,4546,7,4,5,3,4,2,4,2,0,0
517,S01007022,S02001323,S08000020,S37000002,S12000034,4630,7,4,5,3,5,3,5,3,0,0
518,S01007023,S02001324,S08000020,S37000002,S12000034,3989,6,3,4,2,3,2,3,2,0,0
519,S01007024,S02001324,S08000020,S37000002,S12000034,3091,5,3,3,2,2,1,2,1,0,0
520,S01007025,S02001324,S08000020,S37000002,S12000034,2688,4,2,2,1,2,1,2,1,0,0
521,S01007026,S02001324,S08000020,S37000002,S12000034,4223,6,3,5,3,4,2,4,2,0,0
522,S01007027,S02001325,S08000020,S37000002,S12000034,3738,6,3,4,2,3,2,3,2,0,0
523,S01007028,S02001325,S08000020,S37000002,S12000034,4110,6,3,5,3,4,2,4,2,0,0
524,S01007029,S02001325,S08000020,S37000002,S12000034,3824,6,3,4,2,3,2,3,2,0,0
525,S01007030,S02001325,S08000020,S37000002,S12000034,2810,4,2,3,2,2,1,2,1,0,0
526,S01007031,S02001325,S08000020,S37000002,S12000034,2321,4,2,2,1,1,1,1,1,0,0
527,S01007032,S02001326,S08000020,S37000002,S12000034,2179,4,2,2,1,1,1,1,1,0,0
528,S01007033,S02001326,S08000020,S37000002,S12000034,3193,5,3,3,2,2,1,2,1,0,0
529,S01007034,S02001326,S08000020,S37000002,S12000034,3794,6,3,4,2,3,2,3,2,0,0
530,S01007035,S02001326,S08000020,S37000002,S12000034,1587,3,2,1,1,1,1,1,1,0,0
531,S01007036,S02001326,S08000020,S37000002,S12000034,3971,6,3,4,2,3,2,3,2,0,0
532,S01007037,S02001327,S08000020,S37000002,S12000034,3325,5,3,3,2,2,1,2,1,0,0
533,S01007038,S02001327,S08000020,S37000002,S12000034,2718,4,2,2,1,2,1,2,1,0,0
534,S01007039,S02001327,S08000020,S37000002,S12000034,3297,5,3,3,2,2,1,2,1,0,0
535,S01007040,S02001327,S08000020,S37000002,S12000034,2949,5,3,3,2,2,1,2,1,0,0
536,S01007041,S02001327,S08000020,S37000002,S12000034,2806,4,2,3,2,2,1,2,1,0,0
537,S01007042,S02001328,S08000020,S37000002,S12000034,3346,5,3,3,2,2,1,2,1,0,0
538,S01007043,S02001328,S08000020,S37000002,S12000034,3836,6,3,4,2,3,2,3,2,0,0
539,S01007044,S02001328,S08000020,S37000002,S12000034,3758,6,3,4,2,3,2,3,2,0,0
540,S01007045,S02001328,S08000020,S37000002,S12000034,3363,5,3,3,2,2,1,2,1,0,0
541,S01007046,S02001329,S08000020,S37000002,S12000034,2993,5,3,3,2,2,1,2,1,0,0
542,S01007047,S02001329,S08000020,S37000002,S12000034,4041,6,3,4,2,3,2,3,2,0,0
543,S01007048,S02001329,S08000020,S37000002,S12000034,3716,6,3,4,2,3,2,3,2,0,0
544,S01007049,S02001329,S08000020,S37000002,S12000034,2504,4,2,2,1,1,1,1,1,0,0
545,S01007050,S02001330,S08000020,S37000002,S12000034,3239,5,3,3,2,2,1,2,1,0,0
546,S01007051,S02001330,S08000020,S37000002,S12000034,5431,8,4,7,4,7,4,7,4,0,0
547,S01007052,S02001330,S08000020,S37000002,S12000034,4459,7,4,5,3,4,2,4,2,0,0
548,S01007053,S02001330,S08000020,S37000002,S12000034,4280,7,4,5,3,4,2,4,2,0,0
549,S01007054,S02001330,S08000020,S37000002,S12000034,3150,5,3,3,2,2,1,2,1,0,0
550,S01007055,S02001330,S08000020,S37000002,S12000034,5044,8,4,6,3,6,3,6,3,0,0
551,S01007056,S02001330,S08000020,S37000002,S12000034,3956,6,3,4,2,3,2,3,2,0,0
552,S01007057,S02001331,S08000020,S37000002,S12000034,5034,8,4,6,3,6,3,6,3,0,0
